escala,motor,clase,nombre_consulta,regimen,repeticion,tiempo
10,oltp,alta_selectividad,consulta_3,caliente,1,0.0002567000010458287
10,oltp,alta_selectividad,consulta_3,caliente,2,0.00019550000070012175
10,oltp,alta_selectividad,consulta_3,caliente,3,0.0002426999999443069
10,oltp,alta_selectividad,consulta_3,caliente,4,0.00015209999764920212
10,oltp,alta_selectividad,consulta_3,caliente,5,0.00015010000061010942
10,oltp,alta_selectividad_join,consulta_1,frio,0,0.022205100001883693
10,oltp,alta_selectividad_join,consulta_1,caliente,1,0.0005539000012504403
10,oltp,alta_selectividad_join,consulta_1,caliente,2,0.00036159999945084564
10,oltp,alta_selectividad_join,consulta_1,caliente,3,0.0003561000012268778
10,oltp,alta_selectividad_join,consulta_1,caliente,4,0.0003212000010535121
10,oltp,alta_selectividad_join,consulta_1,caliente,5,0.00032500000088475645
10,oltp,alta_selectividad_join,consulta_2,frio,0,0.01535399999920628
10,oltp,alta_selectividad_join,consulta_2,caliente,1,0.00037150000207475387
10,oltp,alta_selectividad_join,consulta_2,caliente,2,0.0002361999977438245
10,oltp,alta_selectividad_join,consulta_2,caliente,3,0.00019880000036209822
10,oltp,alta_selectividad_join,consulta_2,caliente,4,0.00019360000078449957
10,oltp,alta_selectividad_join,consulta_2,caliente,5,0.0001905999997688923
10,oltp,alta_selectividad_join,consulta_3,frio,0,0.019440000000031432
10,oltp,alta_selectividad_join,consulta_3,caliente,1,0.001079800000297837
10,oltp,alta_selectividad_join,consulta_3,caliente,2,0.000937000000703847
10,oltp,alta_selectividad_join,consulta_3,caliente,3,0.0009582999991835095
10,oltp,alta_selectividad_join,consulta_3,caliente,4,0.0010434000032546464
10,oltp,alta_selectividad_join,consulta_3,caliente,5,0.0011888000008184463
10,oltp,joins_agregacion,consulta_1,frio,0,0.19482559999960358
10,oltp,joins_agregacion,consulta_1,caliente,1,0.1731194999993022
10,oltp,joins_agregacion,consulta_1,caliente,2,0.15522319999945466
10,oltp,joins_agregacion,consulta_1,caliente,3,0.18335389999992913
10,oltp,joins_agregacion,consulta_1,caliente,4,0.16009739999935846
10,oltp,joins_agregacion,consulta_1,caliente,5,0.17231539999920642
10,oltp,joins_agregacion,consulta_2,frio,0,0.10115769999902113
10,oltp,joins_agregacion,consulta_2,caliente,1,0.061051799999404466
10,oltp,joins_agregacion,consulta_2,caliente,2,0.0643223000006401
10,oltp,joins_agregacion,consulta_2,caliente,3,0.05950440000015078
10,oltp,joins_agregacion,consulta_2,caliente,4,0.062201500000810483
10,oltp,joins_agregacion,consulta_2,caliente,5,0.06466919999729726
10,oltp,joins_agregacion,consulta_3,frio,0,0.0770684999988589
10,oltp,joins_agregacion,consulta_3,caliente,1,0.0354421000010916
10,oltp,joins_agregacion,consulta_3,caliente,2,0.03825620000134222
10,oltp,joins_agregacion,consulta_3,caliente,3,0.03673419999904581
10,oltp,joins_agregacion,consulta_3,caliente,4,0.0350890999980038
10,oltp,joins_agregacion,consulta_3,caliente,5,0.03857659999994212
50,estrella,agregacion_simple,consulta1,frio,0,0.00934400000187452
50,estrella,agregacion_simple,consulta1,caliente,1,0.009247400001186179
50,estrella,agregacion_simple,consulta1,caliente,2,0.008620700002211379
50,estrella,agregacion_simple,consulta1,caliente,3,0.00786330000119051
50,estrella,agregacion_simple,consulta1,caliente,4,0.008191900000383612
50,estrella,agregacion_simple,consulta1,caliente,5,0.008295399999042274
50,estrella,agregacion_simple,consulta2,frio,0,0.025052400000276975
50,estrella,agregacion_simple,consulta2,caliente,1,0.0227645000013581
50,estrella,agregacion_simple,consulta2,caliente,2,0.023065900000801776
50,estrella,agregacion_simple,consulta2,caliente,3,0.024298299998918083
50,estrella,agregacion_simple,consulta2,caliente,4,0.02095960000224295
50,estrella,agregacion_simple,consulta2,caliente,5,0.022660099999484373
50,estrella,agregacion_simple,consulta3,frio,0,0.010232699998596217
50,estrella,agregacion_simple,consulta3,caliente,1,0.009858199999143835
50,estrella,agregacion_simple,consulta3,caliente,2,0.011520699998072814
50,estrella,agregacion_simple,consulta3,caliente,3,0.009780700002011145
50,estrella,agregacion_simple,consulta3,caliente,4,0.010019500001362758
50,estrella,agregacion_simple,consulta3,caliente,5,0.009366399997816188
50,estrella,alta_selectividad,consulta1,frio,0,0.0006376999990607146
50,estrella,alta_selectividad,consulta1,caliente,1,0.000464000000647502
50,estrella,alta_selectividad,consulta1,caliente,2,0.0005855999988853
50,estrella,alta_selectividad,consulta1,caliente,3,0.0004927000009047333
50,estrella,alta_selectividad,consulta1,caliente,4,0.0004064999993715901
50,estrella,alta_selectividad,consulta1,caliente,5,0.0004344000008131843
50,estrella,alta_selectividad,consulta2,frio,0,0.0005067999991297256
50,estrella,alta_selectividad,consulta2,caliente,1,0.0004886999995505903
50,estrella,alta_selectividad,consulta2,caliente,2,0.000416300001234049
50,estrella,alta_selectividad,consulta2,caliente,3,0.00033830000029411167
50,estrella,alta_selectividad,consulta2,caliente,4,0.0003271000023232773
50,estrella,alta_selectividad,consulta2,caliente,5,0.00027010000121663325
50,estrella,alta_selectividad,consulta3,frio,0,0.001185799999802839
50,estrella,alta_selectividad,consulta3,caliente,1,0.0010713999981817324
50,estrella,alta_selectividad,consulta3,caliente,2,0.0010180999997828621
50,estrella,alta_selectividad,consulta3,caliente,3,0.0009600999983376823
50,estrella,alta_selectividad,consulta3,caliente,4,0.0013170999991416465
50,estrella,alta_selectividad,consulta3,caliente,5,0.0010146000022359658
50,estrella,alta_selectividad_join,consulta1,frio,0,0.0014837999988230877
50,estrella,alta_selectividad_join,consulta1,caliente,1,0.0008367000009457115
50,estrella,alta_selectividad_join,consulta1,caliente,2,0.0007706000033067539
50,estrella,alta_selectividad_join,consulta1,caliente,3,0.0007123000032152049
50,estrella,alta_selectividad_join,consulta1,caliente,4,0.0009325999999418855
50,estrella,alta_selectividad_join,consulta1,caliente,5,0.0007650000006833579
50,estrella,alta_selectividad_join,consulta2,frio,0,0.0021087000022816937
50,estrella,alta_selectividad_join,consulta2,caliente,1,0.0017174999993585516
50,estrella,alta_selectividad_join,consulta2,caliente,2,0.0016447999987576623
50,estrella,alta_selectividad_join,consulta2,caliente,3,0.0017336999990220647
50,estrella,alta_selectividad_join,consulta2,caliente,4,0.0014621000009356067
50,estrella,alta_selectividad_join,consulta2,caliente,5,0.0017091999980038963
50,estrella,alta_selectividad_join,consulta3,frio,0,0.0011487999981909525
50,estrella,alta_selectividad_join,consulta3,caliente,1,0.0008763999976508785
50,estrella,alta_selectividad_join,consulta3,caliente,2,0.0007843000021239277
50,estrella,alta_selectividad_join,consulta3,caliente,3,0.0008705000000190921
50,estrella,alta_selectividad_join,consulta3,caliente,4,0.0007551999988208991
50,estrella,alta_selectividad_join,consulta3,caliente,5,0.0010876999986066949
50,estrella,joins_agregacion,consulta1,frio,0,0.036421400000108406
50,estrella,joins_agregacion,consulta1,caliente,1,0.024629200001072604
50,estrella,joins_agregacion,consulta1,caliente,2,0.025038100000529084
50,estrella,joins_agregacion,consulta1,caliente,3,0.02628030000050785
50,estrella,joins_agregacion,consulta1,caliente,4,0.02835620000041672
50,estrella,joins_agregacion,consulta1,caliente,5,0.029526299997087335
50,estrella,joins_agregacion,consulta2,frio,0,0.027021900001273025
50,estrella,joins_agregacion,consulta2,caliente,1,0.02778509999916423
50,estrella,joins_agregacion,consulta2,caliente,2,0.026535000000876607
50,estrella,joins_agregacion,consulta2,caliente,3,0.026976000001013745
50,estrella,joins_agregacion,consulta2,caliente,4,0.026889499997196253
50,estrella,joins_agregacion,consulta2,caliente,5,0.026397599998745136
50,estrella,joins_agregacion,consulta3,frio,0,0.012241799999173963
50,estrella,joins_agregacion,consulta3,caliente,1,0.011428600002545863
50,estrella,joins_agregacion,consulta3,caliente,2,0.010841499999514781
50,estrella,joins_agregacion,consulta3,caliente,3,0.009590000001480803
50,estrella,joins_agregacion,consulta3,caliente,4,0.010196100000030128
50,estrella,joins_agregacion,consulta3,caliente,5,0.009753100002853898
50,oltp,agregacion_simple,consulta_1,frio,0,0.07669170000008307
50,oltp,agregacion_simple,consulta_1,caliente,1,0.01770589999796357
50,oltp,agregacion_simple,consulta_1,caliente,2,0.019785100001172395
50,oltp,agregacion_simple,consulta_1,caliente,3,0.019277899998996872
50,oltp,agregacion_simple,consulta_1,caliente,4,0.0177830000029644
50,oltp,agregacion_simple,consulta_1,caliente,5,0.01781929999924614
50,oltp,agregacion_simple,consulta_2,frio,0,0.30712409999978263
50,oltp,agregacion_simple,consulta_2,caliente,1,0.15240149999954156
50,oltp,agregacion_simple,consulta_2,caliente,2,0.1517335999997158
50,oltp,agregacion_simple,consulta_2,caliente,3,0.17338359999848763
50,oltp,agregacion_simple,consulta_2,caliente,4,0.1673971000018355
50,oltp,agregacion_simple,consulta_2,caliente,5,0.15288869999858434
50,oltp,agregacion_simple,consulta_3,frio,0,0.22877270000026328
50,oltp,agregacion_simple,consulta_3,caliente,1,0.11868779999713297
50,oltp,agregacion_simple,consulta_3,caliente,2,0.13437899999917136
50,oltp,agregacion_simple,consulta_3,caliente,3,0.11744220000036876
50,oltp,agregacion_simple,consulta_3,caliente,4,0.13190860000031535
50,oltp,agregacion_simple,consulta_3,caliente,5,0.11263120000148774
50,oltp,alta_selectividad,consulta_1,frio,0,0.0210637999989558
50,oltp,alta_selectividad,consulta_1,caliente,1,0.0003203000014764257
50,oltp,alta_selectividad,consulta_1,caliente,2,0.00019770000290009193
50,oltp,alta_selectividad,consulta_1,caliente,3,0.00016549999782000668
50,oltp,alta_selectividad,consulta_1,caliente,4,0.0002886000002035871
50,oltp,alta_selectividad,consulta_1,caliente,5,0.00020020000010845251
50,oltp,alta_selectividad,consulta_2,frio,0,0.011600699999689823
50,oltp,alta_selectividad,consulta_2,caliente,1,0.00015500000154133886
50,oltp,alta_selectividad,consulta_2,caliente,2,7.869999899412505e-05
50,oltp,alta_selectividad,consulta_2,caliente,3,6.420000136131421e-05
50,oltp,alta_selectividad,consulta_2,caliente,4,5.999999848427251e-05
50,oltp,alta_selectividad,consulta_2,caliente,5,5.919999966863543e-05
50,oltp,alta_selectividad,consulta_3,frio,0,0.01184550000107265
50,oltp,alta_selectividad,consulta_3,caliente,1,0.00022259999968810007
50,oltp,alta_selectividad,consulta_3,caliente,2,0.00011920000179088674
50,oltp,alta_selectividad,consulta_3,caliente,3,9.560000034980476e-05
50,oltp,alta_selectividad,consulta_3,caliente,4,8.940000043367036e-05
50,oltp,alta_selectividad,consulta_3,caliente,5,8.779999916441739e-05
50,oltp,alta_selectividad_join,consulta_1,frio,0,0.019405499999265885
50,oltp,alta_selectividad_join,consulta_1,caliente,1,0.0004576999999699183
50,oltp,alta_selectividad_join,consulta_1,caliente,2,0.00043000000005122274
50,oltp,alta_selectividad_join,consulta_1,caliente,3,0.00041870000131893903
50,oltp,alta_selectividad_join,consulta_1,caliente,4,0.0003240999976696912
50,oltp,alta_selectividad_join,consulta_1,caliente,5,0.0004121000019949861
50,oltp,alta_selectividad_join,consulta_2,frio,0,0.023892999997769948
50,oltp,alta_selectividad_join,consulta_2,caliente,1,0.00039170000309241004
50,oltp,alta_selectividad_join,consulta_2,caliente,2,0.000261799999861978
50,oltp,alta_selectividad_join,consulta_2,caliente,3,0.0001826999978220556
50,oltp,alta_selectividad_join,consulta_2,caliente,4,0.00021629999901051633
50,oltp,alta_selectividad_join,consulta_2,caliente,5,0.0001922999981616158
50,oltp,alta_selectividad_join,consulta_3,frio,0,0.023477799997635884
50,oltp,alta_selectividad_join,consulta_3,caliente,1,0.00518769999689539
50,oltp,alta_selectividad_join,consulta_3,caliente,2,0.004886099999566795
50,oltp,alta_selectividad_join,consulta_3,caliente,3,0.003285199996753363
50,oltp,alta_selectividad_join,consulta_3,caliente,4,0.002154300000256626
50,oltp,alta_selectividad_join,consulta_3,caliente,5,0.002356000000872882
50,oltp,joins_agregacion,consulta_1,frio,0,0.6053327999979956
50,oltp,joins_agregacion,consulta_1,caliente,1,0.5368718000027002
50,oltp,joins_agregacion,consulta_1,caliente,2,0.5334800000018731
50,oltp,joins_agregacion,consulta_1,caliente,3,0.543418199998996
50,oltp,joins_agregacion,consulta_1,caliente,4,0.5425953000012669
50,oltp,joins_agregacion,consulta_1,caliente,5,0.8423025000010966
50,oltp,joins_agregacion,consulta_2,frio,0,0.4522469999974419
50,oltp,joins_agregacion,consulta_2,caliente,1,0.40652460000274004
50,oltp,joins_agregacion,consulta_2,caliente,2,0.4088331000020844
50,oltp,joins_agregacion,consulta_2,caliente,3,0.40573509999740054
50,oltp,joins_agregacion,consulta_2,caliente,4,0.4084547999991628
50,oltp,joins_agregacion,consulta_2,caliente,5,0.3883783000019321
50,oltp,joins_agregacion,consulta_3,frio,0,0.20099349999873084
50,oltp,joins_agregacion,consulta_3,caliente,1,0.13130599999931292
50,oltp,joins_agregacion,consulta_3,caliente,2,0.14279189999797381
50,oltp,joins_agregacion,consulta_3,caliente,3,0.13278519999948912
50,oltp,joins_agregacion,consulta_3,caliente,4,0.14290030000120169
50,oltp,joins_agregacion,consulta_3,caliente,5,0.13750720000098227
1000,estrella,agregacion_simple,consulta1,frio,0,0.19104200000219862
1000,estrella,agregacion_simple,consulta1,caliente,1,0.15591510000012931
1000,estrella,agregacion_simple,consulta1,caliente,2,0.16553509999721427
1000,estrella,agregacion_simple,consulta1,caliente,3,0.1451110999987577
1000,estrella,agregacion_simple,consulta1,caliente,4,0.172508800002106
1000,estrella,agregacion_simple,consulta1,caliente,5,0.22512270000152057
1000,estrella,agregacion_simple,consulta2,frio,0,0.9627987999992911
1000,estrella,agregacion_simple,consulta2,caliente,1,0.6957101000007242
1000,estrella,agregacion_simple,consulta2,caliente,2,0.6758961000014096
1000,estrella,agregacion_simple,consulta2,caliente,3,0.5794913000027009
1000,estrella,agregacion_simple,consulta2,caliente,4,0.5891327999997884
1000,estrella,agregacion_simple,consulta2,caliente,5,0.7647644000026048
1000,estrella,agregacion_simple,consulta3,frio,0,0.16315300000132993
1000,estrella,agregacion_simple,consulta3,caliente,1,0.14735369999834802
1000,estrella,agregacion_simple,consulta3,caliente,2,0.16924790000120993
1000,estrella,agregacion_simple,consulta3,caliente,3,0.2212255999984336
1000,estrella,agregacion_simple,consulta3,caliente,4,0.167970399998012
1000,estrella,agregacion_simple,consulta3,caliente,5,0.1522923999982595
1000,estrella,alta_selectividad,consulta1,frio,0,0.008421700000326382
1000,estrella,alta_selectividad,consulta1,caliente,1,0.004604600002494408
1000,estrella,alta_selectividad,consulta1,caliente,2,0.003359199999977136
1000,estrella,alta_selectividad,consulta1,caliente,3,0.00432149999687681
1000,estrella,alta_selectividad,consulta1,caliente,4,0.0052145000008749776
1000,estrella,alta_selectividad,consulta1,caliente,5,0.004055800000060117
1000,estrella,alta_selectividad,consulta2,frio,0,0.0010016000014729798
1000,estrella,alta_selectividad,consulta2,caliente,1,0.0008409000001847744
1000,estrella,alta_selectividad,consulta2,caliente,2,0.001526900003227638
1000,estrella,alta_selectividad,consulta2,caliente,3,0.0008027000003494322
1000,estrella,alta_selectividad,consulta2,caliente,4,0.0007017999996605795
1000,estrella,alta_selectividad,consulta2,caliente,5,0.0006624999987252522
1000,estrella,alta_selectividad,consulta3,frio,0,0.003809599998930935
1000,estrella,alta_selectividad,consulta3,caliente,1,0.004261699999915436
1000,estrella,alta_selectividad,consulta3,caliente,2,0.004306399998313282
1000,estrella,alta_selectividad,consulta3,caliente,3,0.004151000001002103
1000,estrella,alta_selectividad,consulta3,caliente,4,0.0036753999993379693
1000,estrella,alta_selectividad,consulta3,caliente,5,0.00448349999714992
1000,estrella,alta_selectividad_join,consulta1,frio,0,0.005275899999105604
1000,estrella,alta_selectividad_join,consulta1,caliente,1,0.00378160000036587
1000,estrella,alta_selectividad_join,consulta1,caliente,2,0.0035543000012694392
1000,estrella,alta_selectividad_join,consulta1,caliente,3,0.004076000001077773
1000,estrella,alta_selectividad_join,consulta1,caliente,4,0.003748700000869576
1000,estrella,alta_selectividad_join,consulta1,caliente,5,0.0039264000006369315
1000,estrella,alta_selectividad_join,consulta2,frio,0,0.018155100002331892
1000,estrella,alta_selectividad_join,consulta2,caliente,1,0.01917450000109966
1000,estrella,alta_selectividad_join,consulta2,caliente,2,0.021532499999011634
1000,estrella,alta_selectividad_join,consulta2,caliente,3,0.0195757000001322
1000,estrella,alta_selectividad_join,consulta2,caliente,4,0.018624799999088282
1000,estrella,alta_selectividad_join,consulta2,caliente,5,0.021353199997975025
1000,estrella,alta_selectividad_join,consulta3,frio,0,0.007745999999315245
1000,estrella,alta_selectividad_join,consulta3,caliente,1,0.007719699999142904
1000,estrella,alta_selectividad_join,consulta3,caliente,2,0.007572899998194771
1000,estrella,alta_selectividad_join,consulta3,caliente,3,0.008331800003361423
1000,estrella,alta_selectividad_join,consulta3,caliente,4,0.01325880000149482
1000,estrella,alta_selectividad_join,consulta3,caliente,5,0.011247200000070734
1000,estrella,joins_agregacion,consulta1,frio,0,1.4940580000002228
1000,estrella,joins_agregacion,consulta1,caliente,1,1.104147499998362
1000,estrella,joins_agregacion,consulta1,caliente,2,1.3303305999979784
1000,estrella,joins_agregacion,consulta1,caliente,3,1.4959001999995962
1000,estrella,joins_agregacion,consulta1,caliente,4,1.4169920999993337
1000,estrella,joins_agregacion,consulta1,caliente,5,1.4064481999994314
1000,estrella,joins_agregacion,consulta2,frio,0,0.07114159999764524
1000,estrella,joins_agregacion,consulta2,caliente,1,0.06671669999923324
1000,estrella,joins_agregacion,consulta2,caliente,2,0.07158830000116723
1000,estrella,joins_agregacion,consulta2,caliente,3,0.07586090000040713
1000,estrella,joins_agregacion,consulta2,caliente,4,0.06738620000032824
1000,estrella,joins_agregacion,consulta2,caliente,5,0.06253300000025774
1000,estrella,joins_agregacion,consulta3,frio,0,0.3258735000017623
1000,estrella,joins_agregacion,consulta3,caliente,1,0.345480600000883
1000,estrella,joins_agregacion,consulta3,caliente,2,0.38955080000232556
1000,estrella,joins_agregacion,consulta3,caliente,3,0.4420285000014701
1000,estrella,joins_agregacion,consulta3,caliente,4,0.42588400000022375
1000,estrella,joins_agregacion,consulta3,caliente,5,0.36219640000126674
1000,oltp,agregacion_simple,consulta_1,frio,0,1.0877417999981844
1000,oltp,agregacion_simple,consulta_1,caliente,1,0.8785113999983878
1000,oltp,agregacion_simple,consulta_1,caliente,2,0.852059000000736
1000,oltp,agregacion_simple,consulta_1,caliente,3,1.2510366999995313
1000,oltp,agregacion_simple,consulta_1,caliente,4,1.266818100000819
1000,oltp,agregacion_simple,consulta_1,caliente,5,1.2136118000016722
1000,oltp,agregacion_simple,consulta_2,frio,0,9.664628500002436
1000,oltp,agregacion_simple,consulta_2,caliente,1,8.081346900002245
1000,oltp,agregacion_simple,consulta_2,caliente,2,8.830246199999237
1000,oltp,agregacion_simple,consulta_2,caliente,3,8.71312240000043
1000,oltp,agregacion_simple,consulta_2,caliente,4,9.526941699998133
1000,oltp,agregacion_simple,consulta_2,caliente,5,10.501472699997976
1000,oltp,agregacion_simple,consulta_3,frio,0,3.757983999999851
1000,oltp,agregacion_simple,consulta_3,caliente,1,3.1643356999993557
1000,oltp,agregacion_simple,consulta_3,caliente,2,3.0033029000005627
1000,oltp,agregacion_simple,consulta_3,caliente,3,4.289701100002276
1000,oltp,agregacion_simple,consulta_3,caliente,4,4.574506799999654
1000,oltp,agregacion_simple,consulta_3,caliente,5,5.097362399999838
1000,oltp,alta_selectividad,consulta_1,frio,0,0.02449239999987185
1000,oltp,alta_selectividad,consulta_1,caliente,1,0.0005453000012494158
1000,oltp,alta_selectividad,consulta_1,caliente,2,0.00022059999901102856
1000,oltp,alta_selectividad,consulta_1,caliente,3,0.000139899999339832
1000,oltp,alta_selectividad,consulta_1,caliente,4,0.0003010000000358559
1000,oltp,alta_selectividad,consulta_1,caliente,5,0.000631200000498211
1000,oltp,alta_selectividad,consulta_2,frio,0,0.015421699998114491
1000,oltp,alta_selectividad,consulta_2,caliente,1,0.0002358999990974553
1000,oltp,alta_selectividad,consulta_2,caliente,2,0.00012290000086068176
1000,oltp,alta_selectividad,consulta_2,caliente,3,0.00010180000026593916
1000,oltp,alta_selectividad,consulta_2,caliente,4,9.190000128000975e-05
1000,oltp,alta_selectividad,consulta_2,caliente,5,8.860000161803328e-05
1000,oltp,alta_selectividad,consulta_3,frio,0,0.013237200000730809
1000,oltp,alta_selectividad,consulta_3,caliente,1,0.00028530000054161064
1000,oltp,alta_selectividad,consulta_3,caliente,2,0.00013760000001639128
1000,oltp,alta_selectividad,consulta_3,caliente,3,0.0005086000019218773
1000,oltp,alta_selectividad,consulta_3,caliente,4,0.00013810000018565916
1000,oltp,alta_selectividad,consulta_3,caliente,5,0.000782499999331776
1000,oltp,alta_selectividad_join,consulta_1,frio,0,0.039274400001886534
1000,oltp,alta_selectividad_join,consulta_1,caliente,1,0.0010480999990249984
1000,oltp,alta_selectividad_join,consulta_1,caliente,2,0.0006893999998283107
1000,oltp,alta_selectividad_join,consulta_1,caliente,3,0.0006680000005871989
1000,oltp,alta_selectividad_join,consulta_1,caliente,4,0.0008078999999270309
1000,oltp,alta_selectividad_join,consulta_1,caliente,5,0.0013499000015144702
1000,oltp,alta_selectividad_join,consulta_2,frio,0,0.01420479999796953
1000,oltp,alta_selectividad_join,consulta_2,caliente,1,0.0006212000007508323
1000,oltp,alta_selectividad_join,consulta_2,caliente,2,0.00020420000146259554
1000,oltp,alta_selectividad_join,consulta_2,caliente,3,0.0006489999977929983
1000,oltp,alta_selectividad_join,consulta_2,caliente,4,0.00016379999942728318
1000,oltp,alta_selectividad_join,consulta_2,caliente,5,0.0001315000008617062
1000,oltp,alta_selectividad_join,consulta_3,frio,0,0.15406330000041635
1000,oltp,alta_selectividad_join,consulta_3,caliente,1,0.06149550000191084
1000,oltp,alta_selectividad_join,consulta_3,caliente,2,0.06039099999907194
1000,oltp,alta_selectividad_join,consulta_3,caliente,3,0.06256870000288473
1000,oltp,alta_selectividad_join,consulta_3,caliente,4,0.06696139999985462
1000,oltp,alta_selectividad_join,consulta_3,caliente,5,0.060039300002245
1000,oltp,joins_agregacion,consulta_1,frio,0,32.77536639999744
1000,oltp,joins_agregacion,consulta_1,caliente,1,33.99356930000067
1000,oltp,joins_agregacion,consulta_1,caliente,2,33.962645699997665
1000,oltp,joins_agregacion,consulta_1,caliente,3,33.294281699996645
1000,oltp,joins_agregacion,consulta_1,caliente,4,34.01833749999787
1000,oltp,joins_agregacion,consulta_1,caliente,5,33.10132950000116
1000,oltp,joins_agregacion,consulta_2,frio,0,0.29047450000143726
1000,oltp,joins_agregacion,consulta_2,caliente,1,0.0743679000006523
1000,oltp,joins_agregacion,consulta_2,caliente,2,0.06618410000010044
1000,oltp,joins_agregacion,consulta_2,caliente,3,0.06792629999836208
1000,oltp,joins_agregacion,consulta_2,caliente,4,0.07071519999954035
1000,oltp,joins_agregacion,consulta_2,caliente,5,0.06812550000176998
1000,oltp,joins_agregacion,consulta_3,frio,0,7.573197400000936
1000,oltp,joins_agregacion,consulta_3,caliente,1,6.8416754999998375
1000,oltp,joins_agregacion,consulta_3,caliente,2,6.356433000000834
1000,oltp,joins_agregacion,consulta_3,caliente,3,6.234758400001738
1000,oltp,joins_agregacion,consulta_3,caliente,4,6.328744999998889
1000,oltp,joins_agregacion,consulta_3,caliente,5,6.492747299998882
